,m_cap,mkt_%,v_24h,price,last
KWS,187336.50282534346,0.0,9419.21690108,0.005949947563809042,2022-04-16 02:15:00+00:00
PYRO,186811.22011611573,0.0,0.0,0.00023312112568243278,2022-04-16 02:15:00+00:00
UPX,185261.16258158744,0.0,143.48267756,7.04608804525107e-05,2022-04-16 02:15:00+00:00
NOV,184985.5326987831,0.0,113862.401232,0.9197906328096734,2022-04-16 02:15:00+00:00
PRARE,181545.88483897469,0.0,68000.23341264,0.015948506952061795,2022-04-16 02:15:00+00:00
COSM,181141.45702614778,0.0,0.0,0.0002700456439823853,2022-04-16 02:15:00+00:00
CATT,180453.90163093052,0.0,374.95513917,0.0002360298945311226,2022-04-16 02:15:00+00:00
UDOKI,179104.44700830404,0.0,0.0,0.00017910444700830404,2022-04-16 02:15:00+00:00
SAMU,178832.99053078386,0.0,42.72489075,0.00032643144087086913,2022-04-16 02:15:00+00:00
ENT,177673.19637484773,0.0,0.0,0.018650516766385596,2022-04-16 02:15:00+00:00
BMH,177224.3824029615,0.0,0.0,0.0006490785280718848,2022-04-16 02:15:00+00:00
WCO,175328.05956730695,0.0,0.0,0.0003649014149945008,2022-04-16 02:15:00+00:00
SND,174544.3826217124,0.0,0.0,0.004054460166605564,2022-04-16 02:15:00+00:00
TRL,174492.36708171293,0.0,61308.90911721,0.05751127669146061,2022-04-16 02:16:00+00:00
XBY,174341.78716403924,0.0,14.75936008,0.0004054460166605564,2022-04-16 02:15:00+00:00
PHX,174197.99933578962,0.0,182602.27851422,0.005285200021049707,2022-04-16 02:15:00+00:00
SOAR,173992.02959568365,0.0,0.0,0.029438189265852937,2022-04-16 02:16:00+00:00
ETI,171733.9969671215,0.0,0.0,0.00053924320215854,2022-04-16 02:15:00+00:00
X42,170320.694896815,0.0,789.66963417,0.00844556243818778,2022-04-16 02:16:00+00:00
NBC,168200.26499696597,0.0,0.0,0.0026857181739676356,2022-04-16 02:15:00+00:00
SKB,167921.1266972042,0.0,13.31863636,6.501098836612979e-05,2022-04-16 02:15:00+00:00
DYT,167075.9686770302,0.0,0.37756439,0.11518746935616056,2022-04-16 02:15:00+00:00
COB,166638.2508101828,0.0,0.0,0.0004054460166605564,2022-04-16 02:15:00+00:00
WOWS,166528.69042820108,0.0,0.0,18.624342132779226,2022-04-16 02:15:00+00:00
ATCC,166214.13209713236,0.0,0.26018184,0.0004054460166605564,2022-04-16 02:15:00+00:00
TTN,166140.46183567864,0.0,0.62874383,0.00018240753875138066,2022-04-16 02:15:00+00:00
SPD,165170.04390190606,0.0,0.0,0.012568826516477248,2022-04-16 02:15:00+00:00
TSL,164898.982090243,0.0,10206.49187469,0.00027374626947399575,2022-04-16 02:15:00+00:00
CJ,164841.61162865403,0.0,0.0,0.0004054460166605564,2022-04-16 02:15:00+00:00
BCV,164839.32878693868,0.0,78949.38684435,0.00016141728326784133,2022-04-16 02:15:00+00:00
RBIES,164690.07329497358,0.0,0.0,0.0158123946497617,2022-04-16 02:15:00+00:00
BITG,164041.98475307325,0.0,233.27203112,0.013737620547382222,2022-04-16 02:15:00+00:00
MPAY,163102.981884306,0.0,0.0,0.0012159326039650087,2022-04-16 02:15:00+00:00
BDS,162859.42139353053,0.0,2709.99377477,0.0032571884278706107,2022-04-16 02:15:00+00:00
SVX,162667.4116386209,0.0,34.33624707,2.5565661030765594,2022-04-16 02:15:00+00:00
ZCR,162284.48245447341,0.0,620.35705956,0.012976607319793065,2022-04-16 02:15:00+00:00
ARATA,161429.64388586365,0.0,156.48949956,0.16142964388586364,2022-04-16 02:15:00+00:00
ZXC,161062.2026791354,0.0,0.0,0.00047808080675400066,2022-04-16 02:15:00+00:00
NBX,160410.9904490998,0.0,15.85363829,0.002027230083302782,2022-04-16 02:15:00+00:00
SENC,159569.30950284062,0.0,62850.82124526,0.0008088892370235304,2022-04-16 02:15:00+00:00
IOG,158366.54826280897,0.0,0.0,0.005547937730260338,2022-04-16 02:15:00+00:00
CTASK,157987.9742161259,0.0,0.0,0.1368898940275015,2022-04-16 02:15:00+00:00
ATMOS,157657.38208879938,0.0,71.0015445,0.00251376530329545,2022-04-16 02:15:00+00:00
DGC,156983.79493961425,0.0,11.96750303,0.004054634257599697,2022-04-16 02:16:00+00:00
GPYX,155856.51244404388,0.0,7.56605038,0.015585652223553414,2022-04-16 02:15:00+00:00
2LC,155361.62066723822,0.0,78216.6069382,3.1161051749404555e-05,2022-04-16 02:15:00+00:00
BC,155102.1692426049,0.0,2176.25491072,2.1056780186145438e-05,2022-04-16 02:15:00+00:00
BUNNY,154484.57700427697,0.0,203524.46922902,0.30277320317870493,2022-04-16 02:15:00+00:00
RVT,153564.92424723867,0.0,35.9262655,0.005851325437193091,2022-04-16 02:15:00+00:00
SFUEL,153559.14214466425,0.0,1799.04436712,0.005411975066686612,2022-04-16 02:15:00+00:00
ENTS,153333.0343747245,0.0,0.0,9.337795590709382e-06,2022-04-16 02:15:00+00:00
GCN,152350.5548490535,0.0,94.09191355,8.853636631749182e-07,2022-04-16 02:15:00+00:00
ART,152327.4621946274,0.0,2.21265253,0.00221151910921439,2022-04-16 02:16:00+00:00
LOCK,151455.97861351792,0.0,0.0,0.013834496357345115,2022-04-16 02:15:00+00:00
SOTA,151174.6485940215,0.0,85.26972428,0.0037798534603456216,2022-04-16 02:15:00+00:00
STKR,150482.03654044453,0.0,0.0,0.0059137929017702125,2022-04-16 02:15:00+00:00
BOUTS,150276.9498445579,0.0,0.0,0.001961451161500548,2022-04-16 02:15:00+00:00
TBX,149844.30480378028,0.0,47.60681728,0.0133367417587622,2022-04-16 02:15:00+00:00
CROAT,149257.2619868016,0.0,13.32244652,0.0016217840666422256,2022-04-16 02:15:00+00:00
GFX,149023.69212519636,0.0,9167.98703926,0.18063477833357136,2022-04-16 02:15:00+00:00
DAB,148473.70590166963,0.0,1.14283453,0.029004822488287608,2022-04-16 02:15:00+00:00
WSPP,147855.81238430267,0.0,669137.45060037,4.821811743556861e-05,2022-04-16 02:15:00+00:00
CORX,145467.249431967,0.0,69648.30043445,0.001116987029151059,2022-04-16 02:15:00+00:00
HEROEGG,144695.53922690006,0.0,155.63760994,0.0016780891768787035,2022-04-16 02:15:00+00:00
SMTY,143123.34466199597,0.0,401061.17780041,0.028119790730084082,2022-04-16 02:15:00+00:00
ZET,141936.56350583374,0.0,0.0,0.0008109268515199395,2022-04-16 02:16:00+00:00
DGTX,140164.24075336955,0.0,159905.831005,0.0001505465778542873,2022-04-16 02:15:00+00:00
DCNTR,140023.6918673863,0.0,0.0,0.0790619732488085,2022-04-16 02:15:00+00:00
YVS,139961.88559437307,0.0,33829.76014431,0.10708617046392459,2022-04-16 02:15:00+00:00
PIPL,139914.73119080364,0.0,0.0,0.0008109268515199395,2022-04-16 02:16:00+00:00
PAYB,139771.3480513176,0.0,37.78254946,0.0009067662871953212,2022-04-16 02:15:00+00:00
HOR,139680.87949909555,0.0,1033.96937545,0.012198461641924707,2022-04-16 02:15:00+00:00
TUBE,138899.90857455216,0.0,98.48323538,0.00040744227946918585,2022-04-16 02:15:00+00:00
TZC,138665.8988453884,0.0,19.46769455,0.0005270798216587233,2022-04-16 02:15:00+00:00
MX,138398.45456765252,0.0,9.39975131,0.0006071795056257345,2022-04-16 02:15:00+00:00
DHV,136826.73566927077,0.0,46219.74678299,0.16195221383739639,2022-04-16 02:15:00+00:00
SKIN,136711.20510254212,0.0,36764.34936685,0.0015503039849598835,2022-04-16 02:15:00+00:00
USNBT,136504.66850748245,0.0,0.0,0.012430231678693282,2022-04-16 02:15:00+00:00
XGT,136249.42942470888,0.0,0.0,0.013678501113581114,2022-04-16 02:15:00+00:00
INX,136204.26962067318,0.0,204591.50708476,0.0007431256054774529,2022-04-16 02:15:00+00:00
KFX,135795.3413301198,0.0,6.68018123,0.2635399108293617,2022-04-16 02:15:00+00:00
KUE,134954.68503499107,0.0,0.00051363,0.00015104553020081418,2022-04-16 02:15:00+00:00
ROUSH,134384.99505336137,0.0,42895.28229,0.3583599868089637,2022-04-16 02:15:00+00:00
LEV,131398.66182995334,0.0,158115.080514,1.3139866182995334,2022-04-16 02:15:00+00:00
CHONK,130266.78899981477,0.0,0.0,3.3401740769183275,2022-04-16 02:15:00+00:00
SACT,129398.12262072833,0.0,1622.60935346,0.032349530655182084,2022-04-16 02:15:00+00:00
LUX,129298.4160803708,0.0,0.0,0.009731122218239274,2022-04-16 02:16:00+00:00
AMM,128843.45195761828,0.0,128621.82727682,0.008166404097420294,2022-04-16 02:15:00+00:00
ONG,128670.18415800772,0.0,36.56672849,0.0028891606884366688,2022-04-16 02:15:00+00:00
FLOT,128114.33522220704,0.0,0.0,0.004661802479805426,2022-04-16 02:15:00+00:00
RNBW,127767.29203225783,0.0,59521.29825643,0.022803874061058,2022-04-16 02:15:00+00:00
FMTA,127343.82613790422,0.0,1907.02078501,0.11151220334416877,2022-04-16 02:15:00+00:00
INSN,126629.24611310742,0.0,0.0,0.004865352199926677,2022-04-16 02:15:00+00:00
BIRD,126543.33656639075,0.0,36.19238172,0.0004522675841641305,2022-04-16 02:15:00+00:00
XLR,126261.89627083411,0.0,26056.55010835,0.08717089358201964,2022-04-16 02:15:00+00:00
AUX,125496.56523093709,0.0,59146.3864827,0.000884397843190475,2022-04-16 02:15:00+00:00
EVY,125496.327374917,0.0,51811.98052637,1.337913937898902e-05,2022-04-16 02:15:00+00:00
KURT,124400.59517257265,0.0,0.0,0.002027230083302782,2022-04-16 02:15:00+00:00
DML,124119.69655642002,0.0,0.0,0.00045475583558823244,2022-04-16 02:15:00+00:00
YAXIS,124113.3241645445,0.0,6156.29838276,0.13318360768570797,2022-04-16 02:15:00+00:00
LMT,123143.0201043895,0.0,1615.25657056,0.004014106598430577,2022-04-16 02:15:00+00:00
BDP,122985.22016474682,0.0,33.96836401,0.0003180942889592004,2022-04-16 02:15:00+00:00
CLX,121571.83820637141,0.0,0.0,0.02371053153468057,2022-04-16 02:15:00+00:00
NASH,121300.04367195202,0.0,1294.87103342,5.115997760959905e-06,2022-04-16 02:15:00+00:00
NFXC,119824.95426707725,0.0,10.25651769,0.0012163380499816692,2022-04-16 02:15:00+00:00
AXIS,119440.05353403778,0.0,18362.7948515,0.057301859639310185,2022-04-16 02:15:00+00:00
ATB,119309.62286741374,0.0,0.0,0.0028381221166238952,2022-04-16 02:15:00+00:00
RTE,116472.6845169059,0.0,52.58280284,0.00013095906338135972,2022-04-16 02:15:00+00:00
KSEED,115419.05236067485,0.0,358.47721271,0.4400743827861094,2022-04-16 02:15:00+00:00
MAS,113888.26085459001,0.0,0.0,0.0005824279284672817,2022-04-16 02:15:00+00:00
MEC,113282.18715336466,0.0,0.0,0.0028382439803197883,2022-04-16 02:16:00+00:00
ESH,113065.2932515937,0.0,4.41161931,0.009333599761260023,2022-04-16 02:16:00+00:00
GET,111927.4105701991,0.0,713.45898685,0.00018654571226552202,2022-04-16 02:15:00+00:00
DAY,111420.86401946442,0.0,0.0,0.0890056876071086,2022-04-16 02:15:00+00:00
LHT,107252.62538680968,0.0,6.51987404,0.0021450525077361935,2022-04-16 02:15:00+00:00
BBO,107018.89202852768,0.0,0.0,0.0003185580110539966,2022-04-16 02:15:00+00:00
BBK,106991.53354748286,0.0,15.80614801,0.0004054460166605564,2022-04-16 02:15:00+00:00
MOJO,104529.5985224222,0.0,0.0,0.008514366349871684,2022-04-16 02:15:00+00:00
BTZC,104223.0150632933,0.0,4.13597826,4.0544601666055645e-05,2022-04-16 02:15:00+00:00
XSH,103991.50582086697,0.0,2.61120298,0.0002027230083302782,2022-04-16 02:15:00+00:00
EVIL,102271.56563037289,0.0,0.0,0.004865352199926677,2022-04-16 02:15:00+00:00
ITL,101361.50415622309,0.0,0.0,4.054460166605565e-06,2022-04-16 02:15:00+00:00
FOR,101153.0789432768,0.0,85264.383162,0.6976074409881159,2022-04-16 02:15:00+00:00
EKO,101116.47388223765,0.0,65.94582099,0.0002022329477644753,2022-04-16 02:15:00+00:00
QRT,100959.05345950878,0.0,11058.16842048,1.5584908874309925e-06,2022-04-16 02:15:00+00:00
AXE,100610.31552361255,0.0,0.0,0.01912391740611905,2022-04-16 02:15:00+00:00
GOT,99537.66751053845,0.0,0.0,0.0013825709168124975,2022-04-16 02:15:00+00:00
ZLA,99496.45248850055,0.0,0.0,0.001658274208141676,2022-04-16 02:15:00+00:00
CHEESE,99464.8053185809,0.0,0.54757549,0.00024326760999633383,2022-04-16 02:15:00+00:00
STS,99298.1846048111,0.0,0.0,0.006778033079289189,2022-04-16 02:15:00+00:00
OMC,99018.31061435986,0.0,0.0,0.0005200579018574847,2022-04-16 02:15:00+00:00
TEND,98361.26956106763,0.0,0.99996054,0.01312072770755319,2022-04-16 02:15:00+00:00
COGI,97931.38843477143,0.0,10908.78214039,0.02778650248133423,2022-04-16 02:15:00+00:00
CHART,96456.4122902387,0.0,1001.40775966,0.004822820614511945,2022-04-16 02:15:00+00:00
ZUC,95016.00941119106,0.0,0.0,0.0005000845258933061,2022-04-16 02:15:00+00:00
OPEN,94897.7509972327,0.0,12821.57726735,0.02613587013190936,2022-04-16 02:15:00+00:00
FYZ,94504.88674733264,0.0,28593.5452,0.014602468156084538,2022-04-16 02:15:00+00:00
ENTRC,93143.07654309025,0.0,0.0,0.0163499258200756,2022-04-16 02:15:00+00:00
ADI,92836.92011033917,0.0,153340.08417329,0.00039655105708000715,2022-04-16 02:15:00+00:00
MBONK,92415.62038508296,0.0,0.0,0.030805206795027656,2022-04-16 02:15:00+00:00
ELY,92317.63886786404,0.0,124199.64349903,0.000942341637916792,2022-04-16 02:15:00+00:00
UCM,92165.42947409947,0.0,2773.4330004,0.09216542947409946,2022-04-16 02:15:00+00:00
GLT,91508.54157342193,0.0,0.0,0.0006892582283229459,2022-04-16 02:15:00+00:00
TDP,91507.95494289028,0.0,27321.54507255,0.0029790155005111484,2022-04-16 02:15:00+00:00
CPU,91241.86558958645,0.0,0.0,0.001536640403143509,2022-04-16 02:15:00+00:00
BTW,90546.27781614228,0.0,36252.58514729,0.002492645622876675,2022-04-16 02:15:00+00:00
MBN,90477.65192342391,0.0,13.56123984,0.00023813449704771086,2022-04-16 02:15:00+00:00
SIMP,90451.7548365631,0.0,325.0586689,2.6324848327532375e-07,2022-04-16 02:15:00+00:00
SHMN,90130.52451571001,0.0,0.0,0.023921314982972827,2022-04-16 02:15:00+00:00
YOC,89386.5164389795,0.0,390.30714485,0.0002418078685755893,2022-04-16 02:15:00+00:00
GBX,89287.27511952992,0.0,46.40166477,0.009325258383192798,2022-04-16 02:15:00+00:00
CHI,88424.40638116447,0.0,0.0,0.10361498485009793,2022-04-16 02:15:00+00:00
TRUST,87043.11008314778,0.0,0.0,0.004802728624705304,2022-04-16 02:15:00+00:00
DEM,87018.19398127726,0.0,59.35985414,0.001621853703039879,2022-04-16 02:16:00+00:00
NSD,87006.02652669793,0.0,6741.58197328,0.003131006087271922,2022-04-16 02:15:00+00:00
NINO,86883.54125858643,0.0,36355.54146272,0.035453119265253616,2022-04-16 02:15:00+00:00
YTN,86747.41842575709,0.0,1.94519495,0.002067774684968838,2022-04-16 02:15:00+00:00
COVA,86019.80598672923,0.0,151.68917076,3.4462911416147296e-05,2022-04-16 02:15:00+00:00
KWATT,85492.13891042242,0.0,0.0,0.001398009417025589,2022-04-16 02:15:00+00:00
ASAFE,85282.93844082857,0.0,2.92188907,0.009325258383192798,2022-04-16 02:15:00+00:00
CSTL,85226.55977218086,0.0,0.0,0.00381119255660923,2022-04-16 02:15:00+00:00
aWSB,84615.94729891793,0.0,311.59569499,13.84196749532438,2022-04-16 02:15:00+00:00
ETZ,82676.40692762985,0.0,2861.25658209,0.0004434481043546633,2022-04-16 02:15:00+00:00
TAN,82474.64016706678,0.0,29627.68533231,0.0017951834276707546,2022-04-16 02:15:00+00:00
PGO,82381.75900742062,0.0,0.0,0.0024172387050837556,2022-04-16 02:15:00+00:00
SWIFT,82228.78898044906,0.0,0.0,0.0004054460166605564,2022-04-16 02:15:00+00:00
LLG,80837.03482274996,0.0,2.79606795,0.0024363117932470085,2022-04-16 02:15:00+00:00
LCP,80346.66146184618,0.0,0.0,0.02919211319956006,2022-04-16 02:15:00+00:00
OPAL,79886.13808396272,0.0,0.0,0.0052707982165872335,2022-04-16 02:15:00+00:00
CO2,79878.36570428687,0.0,0.0,0.3049741937782559,2022-04-16 02:15:00+00:00
BTDX,78853.89911742775,0.0,0.0,0.002027230083302782,2022-04-16 02:15:00+00:00
NEVA,78814.74260404309,0.0,0.0,0.014510329791249235,2022-04-16 02:15:00+00:00
RPZX,78658.34812382814,0.0,0.00425514,4.257183174935843e-05,2022-04-16 02:15:00+00:00
BWX,78231.24916264614,0.0,9975.10760191,0.0019758776278900477,2022-04-16 02:15:00+00:00
INVE,78027.74186436806,0.0,0.0,0.0006101031215898334,2022-04-16 02:15:00+00:00
IFT,77594.76831414022,0.0,0.0,0.0004054460166605564,2022-04-16 02:15:00+00:00
IMG,77367.46617628231,0.0,5405.35311624,0.006236257975904035,2022-04-16 02:16:00+00:00
EVC,77302.75582469894,0.0,22277.96970005,0.0024736488454791274,2022-04-16 02:15:00+00:00
FNB,77147.43692031408,0.0,0.0,3.200540965717159e-05,2022-04-16 02:15:00+00:00
KOMBAT,76539.91122506955,0.0,0.0,7.572726869094446,2022-04-16 02:15:00+00:00
PRIA,75811.04178896247,0.0,0.0,1.0930711371613482,2022-04-16 02:15:00+00:00
PRIX,75747.68773085368,0.0,17577.37835455,0.06730403876565237,2022-04-16 02:15:00+00:00
ERO,75714.61093525894,0.0,0.0,0.0004054460166605564,2022-04-16 02:15:00+00:00
MCC,75495.84855088539,0.0,364.88585394,0.01570265411304981,2022-04-16 02:15:00+00:00
USDX,75443.17172904723,0.0,16.18217887,0.019997338411300584,2022-04-16 02:15:00+00:00
VAL,74871.45517169886,0.0,8992.82425977,0.18350698302411217,2022-04-16 02:15:00+00:00
STEEP,73590.58182370759,0.0,0.0,0.0004054460166605564,2022-04-16 02:15:00+00:00
START,73109.6770406572,0.0,0.0,0.0016217840666422256,2022-04-16 02:15:00+00:00
PFR,72583.30167153005,0.0,0.0,0.0018446720674912395,2022-04-16 02:15:00+00:00
BITC,72001.22312034525,0.0,0.0,0.0032435681332844512,2022-04-16 02:15:00+00:00
TGAME,71338.1402931911,0.0,0.0,0.0008639144951482331,2022-04-16 02:15:00+00:00
XPT,69785.87378084767,0.0,0.0,0.001218272146580668,2022-04-16 02:15:00+00:00
BSCV,69765.04806118623,0.0,0.0,0.005911591167340228,2022-04-16 02:15:00+00:00
GB,69413.41502310878,0.0,0.0,0.004459906183266121,2022-04-16 02:15:00+00:00
ARCT,69011.58480068237,0.0,0.0,0.0006594149593152934,2022-04-16 02:15:00+00:00
WAB,68903.69259536252,0.0,0.0,4.054460166605565e-06,2022-04-16 02:15:00+00:00
BEET,68712.48960433993,0.0,0.0,0.0002483201843585101,2022-04-16 02:15:00+00:00
MTX,67901.4395185896,0.0,0.0,0.0029237234472103317,2022-04-16 02:15:00+00:00
PLURA,67853.96516149295,0.0,18.51090151,7.718016987724559e-05,2022-04-16 02:15:00+00:00
INNBC,67801.86008822004,0.0,8.02668192,6.001014310719673e-08,2022-04-16 02:15:00+00:00
BURN,67627.0797649615,0.0,0.0,3.419413846558771e-05,2022-04-16 02:15:00+00:00
UNIFY,67412.87787309784,0.0,0.0,0.0037070422711721392,2022-04-16 02:15:00+00:00
PHT,66461.9427506707,0.0,162.59681213,1.930326269948162e-05,2022-04-16 02:15:00+00:00
1MIL,66239.19596172374,0.0,57762.15654688,0.5519932996810312,2022-04-16 02:15:00+00:00
BSD,65187.77742725559,0.0,0.0,0.002027230083302782,2022-04-16 02:15:00+00:00
BLTG,64991.37178215296,0.0,11.76029738,0.0028381343326236885,2022-04-16 02:15:00+00:00
HERON,64725.644450040774,0.0,216.24722986,0.0037109116076119823,2022-04-16 02:15:00+00:00
UNIT,64665.02969913838,0.0,0.0,0.004054460166605564,2022-04-16 02:15:00+00:00
BOOST,64652.45328959399,0.0,0.0,1.0801844745448899,2022-04-16 02:15:00+00:00
UUNICLY,64579.441231180885,0.0,0.0,0.06457944123118088,2022-04-16 02:15:00+00:00
ROAD,64244.32048146067,0.0,29176.62500179,0.0008101369319471559,2022-04-16 02:15:00+00:00
SFCP,64033.898414124415,0.0,0.0,0.0006403421858521734,2022-04-16 02:15:00+00:00
BOLI,63490.52279616798,0.0,9.43740271,0.003730103353277119,2022-04-16 02:15:00+00:00
WRC,63175.658648157645,0.0,0.0,0.0003547135950910511,2022-04-16 02:15:00+00:00
$ROPE,61360.72121896299,0.0,0.0,2.1914543292486783,2022-04-16 02:15:00+00:00
ORMEUS,61304.00503342652,0.0,240.19634161,0.0017073947485925641,2022-04-16 02:15:00+00:00
XPA,60833.35973702202,0.0,0.0,0.0010639341073254102,2022-04-16 02:15:00+00:00
WCC,60808.14756579951,0.0,82.88622088,0.04054460166605564,2022-04-16 02:15:00+00:00
SCC,60658.737679333375,0.0,0.0,2.7358305616939118e-06,2022-04-16 02:15:00+00:00
ADZ,60606.52802820474,0.0,0.0,0.0012163380499816692,2022-04-16 02:15:00+00:00
ARO,60320.14814553463,0.0,0.0,0.0003783504546876555,2022-04-16 02:15:00+00:00
HLIX,59715.75620222953,0.0,0.0,0.0016217840666422256,2022-04-16 02:15:00+00:00
SHND,59336.96619225606,0.0,1.09658478,3.355659559880243e-06,2022-04-16 02:15:00+00:00
DEP,58530.52231858265,0.0,49663.90249228,0.00011092226040280802,2022-04-16 02:15:00+00:00
CBIX,58274.557189366235,0.0,167.61365782,0.0008110296922260712,2022-04-16 02:16:00+00:00
NUTS,58232.46177991711,0.0,1185.10590183,0.11969618388190613,2022-04-16 02:15:00+00:00
CTL,57816.80096805242,0.0,0.0,0.0052707982165872335,2022-04-16 02:15:00+00:00
SCL,57533.611582898724,0.0,0.0,0.003442236681448124,2022-04-16 02:15:00+00:00
HAND,56460.64340987814,0.0,0.0,9.119435205646373e-07,2022-04-16 02:15:00+00:00
ISLE,56430.05893966148,0.0,338.90702813,2.25269615666229e-10,2022-04-16 02:15:00+00:00
ALP,55416.481596479454,0.0,0.0,0.00033184000569456794,2022-04-16 02:16:00+00:00
CTT,54571.890169606755,0.0,898.77466493,0.030419927718025035,2022-04-16 02:15:00+00:00
PLAT,53993.418085562225,0.0,17582.67480244,0.0009064332082531709,2022-04-16 02:15:00+00:00
BTRN,53491.118092477904,0.0,0.0,0.0008108920333211128,2022-04-16 02:15:00+00:00
DJV,53234.82480161131,0.0,0.0,20.202969564178865,2022-04-16 02:15:00+00:00
SHO,53138.04304657786,0.0,9470.45026725,0.0021003550087518854,2022-04-16 02:15:00+00:00
YI12,53119.558438437016,0.0,3321.23672538,4.780808067540007,2022-04-16 02:15:00+00:00
VOT,53102.633182339305,0.0,0.0,0.0004054460166605564,2022-04-16 02:15:00+00:00
YLC,52863.262080167275,0.0,57956.18629558,0.00179201216242864,2022-04-16 02:15:00+00:00
MORE,52707.98216587234,0.0,164.21041244,0.02635399108293617,2022-04-16 02:15:00+00:00
SWG,51802.075493354496,0.0,74406.59533219,0.0043238446929610656,2022-04-16 02:15:00+00:00
POST,51469.69390811218,0.0,0.0,0.0032435681332844512,2022-04-16 02:15:00+00:00
INN,51081.73886871296,0.0,1.03682946,0.007401250983220931,2022-04-16 02:15:00+00:00
VIDZ,50794.18554163097,0.0,0.0,0.0004054460166605564,2022-04-16 02:15:00+00:00
AIDOC,50644.712332214775,0.0,0.0,6.511463027568536e-05,2022-04-16 02:15:00+00:00
XGS,50411.58834993396,0.0,103.88128252,0.004054460166605564,2022-04-16 02:15:00+00:00
FGC,50395.82400643457,0.0,0.0,0.0003608469548278952,2022-04-16 02:15:00+00:00
XRA,49646.52489182011,0.0,0.0,0.00040544601666055635,2022-04-16 02:15:00+00:00
ENRG,49596.36463809024,0.0,0.0,0.0004054460166605564,2022-04-16 02:15:00+00:00
GCC,49348.141034822,0.0,0.0,0.0024326760999633383,2022-04-16 02:15:00+00:00
XMV,49261.691024257605,0.0,38.5692806,0.018245070749725038,2022-04-16 02:15:00+00:00
GRFT,48539.28869083555,0.0,0.0,8.206387069909154e-05,2022-04-16 02:15:00+00:00
VIVID,48374.517231646125,0.0,47.86751059,0.006284413258238624,2022-04-16 02:15:00+00:00
KUN,47988.111104721655,0.0,110.8411378,23.994055552360827,2022-04-16 02:15:00+00:00
STREAM,47720.65325566598,0.0,0.0,0.0035271780287232262,2022-04-16 02:15:00+00:00
ZPR,47428.23016629568,0.0,0.0,3.769366551667168e-05,2022-04-16 02:15:00+00:00
DUCATO,46087.78990632708,0.0,0.0,0.036006085864318034,2022-04-16 02:15:00+00:00
OPT,46004.03145531657,0.0,0.00328304,0.0003284112734950507,2022-04-16 02:15:00+00:00
SINS,45692.725784255155,0.0,0.0,0.002027230083302782,2022-04-16 02:15:00+00:00
GENE,45642.45282977615,0.0,0.0,0.00012163380499816693,2022-04-16 02:15:00+00:00
CIV,45089.05733708013,0.0,4.17900402,0.0052707982165872335,2022-04-16 02:15:00+00:00
DATX,44969.68132544526,0.0,4775.42568969,3.232200018790611e-05,2022-04-16 02:15:00+00:00
SEPA,44848.96015966357,0.0,0.0,0.8747231811588346,2022-04-16 02:15:00+00:00
ANC,44494.12782388857,0.0,2.17377655,0.021084098139518427,2022-04-16 02:16:00+00:00
SUPER,43917.1000321913,0.0,0.0,0.0008108920333211128,2022-04-16 02:15:00+00:00
TM2,43911.664835058,0.0,1.33846631,0.0001337462517350708,2022-04-16 02:15:00+00:00
XPY,43771.17443711802,0.0,0.0,0.0036490141499450077,2022-04-16 02:15:00+00:00
ECO,43504.250512195,0.0,710.56623869,1.950466916536849e-05,2022-04-16 02:15:00+00:00
ICOB,43402.36971865297,0.0,0.0,0.0004054460166605564,2022-04-16 02:15:00+00:00
HB,43378.885787864514,0.0,130.20502172,0.0008108920333211128,2022-04-16 02:15:00+00:00
DMB,43047.808344185214,0.0,0.0,0.0004054460166605564,2022-04-16 02:15:00+00:00
BNTX,42323.833710357496,0.0,0.29008703,0.4200710017503771,2022-04-16 02:15:00+00:00
LUN,41924.491990282164,0.0,0.0,0.018245070749725038,2022-04-16 02:15:00+00:00
REEC,41375.55370718576,0.0,59.43783135,0.00012102045526618008,2022-04-16 02:15:00+00:00
IC,41297.11910296924,0.0,0.0,0.027002704709593057,2022-04-16 02:15:00+00:00
BBS,41184.64478001065,0.0,0.0,4.054460166605564e-07,2022-04-16 02:15:00+00:00
MAY,40551.899694355125,0.0,0.0,0.0004054460166605564,2022-04-16 02:15:00+00:00
BELA,40280.265680394805,0.0,0.0,0.0008108920333211128,2022-04-16 02:15:00+00:00
ABX,40126.90558448768,0.0,795.51211454,0.0017030947221889292,2022-04-16 02:15:00+00:00
DMST,39711.413859782726,0.0,44.08083151,0.00039711413859782723,2022-04-16 02:15:00+00:00
CMM,39512.246131377666,0.0,0.0,0.0008919812366532241,2022-04-16 02:15:00+00:00
BPC,39305.690409096394,0.0,0.0,0.006081690249908346,2022-04-16 02:15:00+00:00
ALPHR,39070.14370246845,0.0,22924.10138175,0.02259585102931767,2022-04-16 02:15:00+00:00
ARION,38804.2976198232,0.0,0.0,0.0024326760999633383,2022-04-16 02:15:00+00:00
ROCK2,38717.04950818906,0.0,0.0,0.0024622475055245206,2022-04-16 02:15:00+00:00
STAC,38648.9619186336,0.0,57.64094789,0.00011300628515877952,2022-04-16 02:15:00+00:00
GTM,38323.2834557042,0.0,0.0,0.006081690249908346,2022-04-16 02:15:00+00:00
DSR,37473.5063038861,0.0,0.0,0.0036490141499450077,2022-04-16 02:15:00+00:00
UNV,37411.21092563836,0.0,569.83242767,0.0014058124913667958,2022-04-16 02:15:00+00:00
